event_id,areaperil_id,intensity_bin_id,probability
3,6,16,1.0
3,8,17,1.0
3,14,18,1.0
3,16,19,1.0
3,38,20,1.0
3,40,21,1.0
3,46,22,1.0
3,48,24,1.0
3,134,25,1.0
3,136,26,1.0
3,18,17,1.0
3,20,18,1.0
3,26,19,1.0
3,28,20,1.0
3,50,21,1.0
3,52,22,1.0
3,58,23,1.0
3,60,25,1.0
3,146,26,1.0
3,148,27,1.0
3,22,18,1.0
3,24,19,1.0
3,30,20,1.0
3,32,21,1.0
3,54,22,1.0
3,56,23,1.0
3,62,24,1.0
3,64,25,1.0
3,150,27,1.0
3,152,29,1.0
3,66,19,1.0
3,68,20,1.0
3,74,20,1.0
3,76,22,1.0
3,98,23,1.0
3,100,24,1.0
3,106,25,1.0
3,108,26,1.0
3,194,28,1.0
3,196,29,1.0
3,70,20,1.0
3,72,21,1.0
3,78,22,1.0
3,80,23,1.0
3,102,24,1.0
3,104,25,1.0
3,110,27,1.0
3,112,28,1.0
3,198,29,1.0
3,200,29,1.0
3,82,21,1.0
3,84,22,1.0
3,90,23,1.0
3,92,24,1.0
3,114,25,1.0
3,116,26,1.0
3,122,28,1.0
3,124,29,1.0
3,210,29,1.0
3,212,29,1.0
3,86,22,1.0
3,88,23,1.0
3,94,24,1.0
3,96,25,1.0
3,118,26,1.0
3,120,27,1.0
3,126,28,1.0
3,128,29,1.0
3,214,29,1.0
3,216,29,1.0
3,258,24,1.0
3,260,25,1.0
3,266,25,1.0
3,268,27,1.0
3,290,28,1.0
3,292,29,1.0
3,298,29,1.0
3,300,29,1.0
3,386,29,1.0
3,388,29,1.0
3,262,25,1.0
3,264,26,1.0
3,270,27,1.0
3,272,27,1.0
3,294,29,1.0
3,296,29,1.0
3,302,29,1.0
3,304,29,1.0
3,390,29,1.0
3,392,29,1.0
3,3,45,1.0
3,9,46,1.0
3,27,48,1.0
3,33,50,1.0
3,99,52,1.0
3,81,54,1.0
3,123,57,1.0
3,129,58,1.0
3,387,58,1.0
3,393,58,1.0
5,2,14,1.0
5,4,13,1.0
5,10,12,1.0
5,12,11,1.0
5,34,10,1.0
5,36,9,1.0
5,42,9,1.0
5,44,8,1.0
5,130,7,1.0
5,132,7,1.0
5,6,14,1.0
5,8,13,1.0
5,14,12,1.0
5,16,11,1.0
5,38,11,1.0
5,40,10,1.0
5,46,9,1.0
5,48,8,1.0
5,134,8,1.0
5,136,7,1.0
5,18,15,1.0
5,20,14,1.0
5,26,13,1.0
5,28,12,1.0
5,50,11,1.0
5,52,10,1.0
5,58,10,1.0
5,60,9,1.0
5,146,8,1.0
5,148,7,1.0
5,22,16,1.0
5,24,15,1.0
5,30,14,1.0
5,32,13,1.0
5,54,12,1.0
5,56,11,1.0
5,62,10,1.0
5,64,9,1.0
5,150,8,1.0
5,152,8,1.0
5,66,16,1.0
5,68,16,1.0
5,74,15,1.0
5,76,13,1.0
5,98,12,1.0
5,100,11,1.0
5,106,10,1.0
5,108,9,1.0
5,194,9,1.0
5,196,8,1.0
5,70,18,1.0
5,72,17,1.0
5,78,15,1.0
5,80,14,1.0
5,102,13,1.0
5,104,12,1.0
5,110,11,1.0
5,112,10,1.0
5,198,9,1.0
5,200,9,1.0
5,82,18,1.0
5,84,17,1.0
5,90,15,1.0
5,92,14,1.0
5,114,13,1.0
5,116,12,1.0
5,122,12,1.0
5,124,11,1.0
5,210,10,1.0
5,212,9,1.0
5,86,17,1.0
5,88,17,1.0
5,94,16,1.0
5,96,15,1.0
5,118,14,1.0
5,120,13,1.0
5,126,12,1.0
5,128,12,1.0
5,214,11,1.0
5,216,10,1.0
5,258,15,1.0
5,260,17,1.0
5,266,17,1.0
5,268,15,1.0
5,290,15,1.0
5,292,14,1.0
5,298,13,1.0
5,300,12,1.0
5,386,11,1.0
5,388,10,1.0
5,262,15,1.0
5,264,15,1.0
5,270,16,1.0
5,272,17,1.0
5,294,16,1.0
5,296,15,1.0
5,302,14,1.0
5,304,12,1.0
5,390,12,1.0
5,392,11,1.0
5,3,43,1.0
5,9,42,1.0
5,27,42,1.0
5,33,42,1.0
5,99,41,1.0
5,81,41,1.0
5,123,41,1.0
5,129,41,1.0
5,387,40,1.0
5,393,40,1.0
7,82,1,1.0
7,84,1,1.0
7,90,1,1.0
7,92,1,1.0
7,114,1,1.0
7,116,1,1.0
7,86,2,1.0
7,88,1,1.0
7,94,1,1.0
7,96,1,1.0
7,118,1,1.0
7,120,1,1.0
7,126,1,1.0
7,128,1,1.0
7,214,1,1.0
7,258,2,1.0
7,260,2,1.0
7,266,2,1.0
7,268,2,1.0
7,290,2,1.0
7,292,2,1.0
7,298,2,1.0
7,300,2,1.0
7,386,1,1.0
7,388,1,1.0
7,262,2,1.0
7,264,2,1.0
7,270,2,1.0
7,272,2,1.0
7,294,2,1.0
7,296,2,1.0
7,302,2,1.0
7,304,2,1.0
7,390,2,1.0
7,392,2,1.0
7,129,30,1.0
7,387,30,1.0
7,393,31,1.0
11,114,1,1.0
11,116,1,1.0
11,118,1,1.0
11,120,1,1.0
11,392,1,1.0
11,393,30,1.0
12,2,7,1.0
12,4,8,1.0
12,10,9,1.0
12,12,10,1.0
12,34,11,1.0
12,36,11,1.0
12,42,9,1.0
12,44,8,1.0
12,130,7,1.0
12,132,7,1.0
12,6,7,1.0
12,8,8,1.0
12,14,9,1.0
12,16,10,1.0
12,38,10,1.0
12,40,10,1.0
12,46,9,1.0
12,48,8,1.0
12,134,7,1.0
12,136,6,1.0
12,18,8,1.0
12,20,8,1.0
12,26,9,1.0
12,28,10,1.0
12,50,9,1.0
12,52,9,1.0
12,58,8,1.0
12,60,8,1.0
12,146,7,1.0
12,148,6,1.0
12,22,9,1.0
12,24,10,1.0
12,30,9,1.0
12,32,9,1.0
12,54,8,1.0
12,56,8,1.0
12,62,8,1.0
12,64,7,1.0
12,150,6,1.0
12,152,6,1.0
12,66,10,1.0
12,68,9,1.0
12,74,8,1.0
12,76,8,1.0
12,98,7,1.0
12,100,7,1.0
12,106,7,1.0
12,108,6,1.0
12,194,6,1.0
12,196,5,1.0
12,70,10,1.0
12,72,9,1.0
12,78,8,1.0
12,80,7,1.0
12,102,6,1.0
12,104,6,1.0
12,110,6,1.0
12,112,6,1.0
12,198,5,1.0
12,200,5,1.0
12,82,9,1.0
12,84,9,1.0
12,90,8,1.0
12,92,7,1.0
12,114,6,1.0
12,116,5,1.0
12,122,5,1.0
12,124,5,1.0
12,210,5,1.0
12,212,4,1.0
12,86,9,1.0
12,88,8,1.0
12,94,7,1.0
12,96,6,1.0
12,118,6,1.0
12,120,5,1.0
12,126,4,1.0
12,128,4,1.0
12,214,4,1.0
12,216,4,1.0
12,258,8,1.0
12,260,7,1.0
12,266,7,1.0
12,268,6,1.0
12,290,5,1.0
12,292,5,1.0
12,298,4,1.0
12,300,4,1.0
12,386,3,1.0
12,388,3,1.0
12,262,7,1.0
12,264,7,1.0
12,270,6,1.0
12,272,5,1.0
12,294,5,1.0
12,296,4,1.0
12,302,4,1.0
12,304,3,1.0
12,390,3,1.0
12,392,3,1.0
12,3,36,1.0
12,9,37,1.0
12,27,38,1.0
12,33,38,1.0
12,99,36,1.0
12,81,35,1.0
12,123,34,1.0
12,129,33,1.0
12,387,32,1.0
12,393,32,1.0
13,36,1,1.0
13,42,1,1.0
13,44,1,1.0
13,130,2,1.0
13,132,2,1.0
13,48,1,1.0
13,134,1,1.0
13,136,2,1.0
13,148,1,1.0
16,4,1,1.0
16,10,1,1.0
16,12,1,1.0
16,34,2,1.0
16,36,2,1.0
16,42,2,1.0
16,44,2,1.0
16,130,2,1.0
16,132,3,1.0
16,16,1,1.0
16,38,1,1.0
16,40,2,1.0
16,46,2,1.0
16,48,2,1.0
16,134,2,1.0
16,136,2,1.0
16,50,1,1.0
16,52,1,1.0
16,58,1,1.0
16,60,2,1.0
16,146,2,1.0
16,148,2,1.0
16,62,1,1.0
16,64,1,1.0
16,150,2,1.0
16,152,2,1.0
16,108,1,1.0
16,194,1,1.0
16,196,2,1.0
16,198,1,1.0
16,200,1,1.0
16,210,1,1.0
16,212,1,1.0
17,2,3,1.0
17,4,3,1.0
17,10,3,1.0
17,12,3,1.0
17,34,3,1.0
17,36,3,1.0
17,42,3,1.0
17,44,3,1.0
17,130,3,1.0
17,132,4,1.0
17,6,3,1.0
17,8,3,1.0
17,14,3,1.0
17,16,3,1.0
17,38,3,1.0
17,40,3,1.0
17,46,3,1.0
17,48,4,1.0
17,134,4,1.0
17,136,4,1.0
17,18,3,1.0
17,20,3,1.0
17,26,3,1.0
17,28,4,1.0
17,50,4,1.0
17,52,4,1.0
17,58,4,1.0
17,60,4,1.0
17,146,4,1.0
17,148,4,1.0
17,22,4,1.0
17,24,4,1.0
17,30,4,1.0
17,32,4,1.0
17,54,4,1.0
17,56,4,1.0
17,62,4,1.0
17,64,4,1.0
17,150,5,1.0
17,152,5,1.0
17,66,4,1.0
17,68,4,1.0
17,74,4,1.0
17,76,4,1.0
17,98,5,1.0
17,100,5,1.0
17,106,5,1.0
17,108,5,1.0
17,194,5,1.0
17,196,5,1.0
17,70,5,1.0
17,72,5,1.0
17,78,5,1.0
17,80,5,1.0
17,102,5,1.0
17,104,5,1.0
17,110,5,1.0
17,112,5,1.0
17,198,5,1.0
17,200,6,1.0
17,82,5,1.0
17,84,5,1.0
17,90,5,1.0
17,92,5,1.0
17,114,6,1.0
17,116,6,1.0
17,122,6,1.0
17,124,6,1.0
17,210,6,1.0
17,212,6,1.0
17,86,6,1.0
17,88,6,1.0
17,94,6,1.0
17,96,6,1.0
17,118,6,1.0
17,120,6,1.0
17,126,6,1.0
17,128,6,1.0
17,214,7,1.0
17,216,7,1.0
17,258,6,1.0
17,260,6,1.0
17,266,6,1.0
17,268,7,1.0
17,290,7,1.0
17,292,7,1.0
17,298,7,1.0
17,300,7,1.0
17,386,7,1.0
17,388,7,1.0
17,262,7,1.0
17,264,7,1.0
17,270,7,1.0
17,272,7,1.0
17,294,7,1.0
17,296,8,1.0
17,302,8,1.0
17,304,8,1.0
17,390,8,1.0
17,392,8,1.0
17,3,32,1.0
17,9,32,1.0
17,27,32,1.0
17,33,33,1.0
17,99,34,1.0
17,81,34,1.0
17,123,35,1.0
17,129,35,1.0
17,387,36,1.0
17,393,37,1.0
18,36,1,1.0
18,42,2,1.0
18,44,2,1.0
18,130,3,1.0
18,132,4,1.0
18,40,1,1.0
18,46,2,1.0
18,48,2,1.0
18,134,3,1.0
18,136,4,1.0
18,58,1,1.0
18,60,2,1.0
18,146,3,1.0
18,148,3,1.0
18,62,1,1.0
18,64,2,1.0
18,150,2,1.0
18,152,3,1.0
18,108,1,1.0
18,194,2,1.0
18,196,2,1.0
18,198,1,1.0
18,200,2,1.0
18,210,1,1.0
18,212,2,1.0
18,216,1,1.0
18,388,1,1.0
18,392,1,1.0
18,393,30,1.0
20,2,2,1.0
20,4,1,1.0
20,6,2,1.0
20,8,1,1.0
20,18,2,1.0
20,20,1,1.0
20,22,2,1.0
20,24,1,1.0
20,66,2,1.0
20,68,1,1.0
20,70,2,1.0
20,72,1,1.0
20,82,2,1.0
20,84,1,1.0
20,86,1,1.0
20,258,1,1.0
20,3,31,1.0
20,9,30,1.0
25,132,1,1.0
27,2,10,1.0
27,4,10,1.0
27,10,11,1.0
27,12,11,1.0
27,34,11,1.0
27,36,12,1.0
27,42,12,1.0
27,44,13,1.0
27,130,13,1.0
27,132,13,1.0
27,6,11,1.0
27,8,11,1.0
27,14,12,1.0
27,16,12,1.0
27,38,12,1.0
27,40,13,1.0
27,46,13,1.0
27,48,14,1.0
27,134,15,1.0
27,136,15,1.0
27,18,12,1.0
27,20,13,1.0
27,26,13,1.0
27,28,13,1.0
27,50,13,1.0
27,52,14,1.0
27,58,14,1.0
27,60,15,1.0
27,146,16,1.0
27,148,16,1.0
27,22,13,1.0
27,24,14,1.0
27,30,14,1.0
27,32,14,1.0
27,54,14,1.0
27,56,15,1.0
27,62,15,1.0
27,64,16,1.0
27,150,17,1.0
27,152,18,1.0
27,66,14,1.0
27,68,15,1.0
27,74,16,1.0
27,76,15,1.0
27,98,15,1.0
27,100,17,1.0
27,106,16,1.0
27,108,16,1.0
27,194,17,1.0
27,196,18,1.0
27,70,15,1.0
27,72,15,1.0
27,78,16,1.0
27,80,16,1.0
27,102,15,1.0
27,104,16,1.0
27,110,16,1.0
27,112,15,1.0
27,198,16,1.0
27,200,16,1.0
27,82,15,1.0
27,84,14,1.0
27,90,15,1.0
27,92,15,1.0
27,114,14,1.0
27,116,14,1.0
27,122,14,1.0
27,124,14,1.0
27,210,15,1.0
27,212,15,1.0
27,86,14,1.0
27,88,13,1.0
27,94,13,1.0
27,96,13,1.0
27,118,13,1.0
27,120,13,1.0
27,126,13,1.0
27,128,13,1.0
27,214,13,1.0
27,216,13,1.0
27,258,13,1.0
27,260,12,1.0
27,266,12,1.0
27,268,12,1.0
27,290,12,1.0
27,292,12,1.0
27,298,12,1.0
27,300,12,1.0
27,386,12,1.0
27,388,12,1.0
27,262,11,1.0
27,264,11,1.0
27,270,11,1.0
27,272,11,1.0
27,294,11,1.0
27,296,11,1.0
27,302,11,1.0
27,304,11,1.0
27,390,11,1.0
27,392,11,1.0
27,3,39,1.0
27,9,40,1.0
27,27,42,1.0
27,33,43,1.0
27,99,44,1.0
27,81,45,1.0
27,123,43,1.0
27,129,42,1.0
27,387,41,1.0
27,393,40,1.0
32,2,3,1.0
32,4,3,1.0
32,10,3,1.0
32,12,3,1.0
32,34,3,1.0
32,36,3,1.0
32,42,2,1.0
32,44,2,1.0
32,130,3,1.0
32,132,3,1.0
32,6,3,1.0
32,8,3,1.0
32,14,3,1.0
32,16,3,1.0
32,38,3,1.0
32,40,3,1.0
32,46,3,1.0
32,48,3,1.0
32,134,3,1.0
32,136,3,1.0
32,18,4,1.0
32,20,4,1.0
32,26,4,1.0
32,28,4,1.0
32,50,4,1.0
32,52,4,1.0
32,58,3,1.0
32,60,3,1.0
32,146,4,1.0
32,148,4,1.0
32,22,5,1.0
32,24,4,1.0
32,30,4,1.0
32,32,4,1.0
32,54,4,1.0
32,56,4,1.0
32,62,4,1.0
32,64,4,1.0
32,150,4,1.0
32,152,4,1.0
32,66,5,1.0
32,68,5,1.0
32,74,5,1.0
32,76,5,1.0
32,98,5,1.0
32,100,5,1.0
32,106,5,1.0
32,108,5,1.0
32,194,5,1.0
32,196,5,1.0
32,70,6,1.0
32,72,6,1.0
32,78,6,1.0
32,80,6,1.0
32,102,6,1.0
32,104,5,1.0
32,110,5,1.0
32,112,5,1.0
32,198,5,1.0
32,200,6,1.0
32,82,7,1.0
32,84,6,1.0
32,90,7,1.0
32,92,6,1.0
32,114,6,1.0
32,116,6,1.0
32,122,6,1.0
32,124,6,1.0
32,210,6,1.0
32,212,6,1.0
32,86,7,1.0
32,88,7,1.0
32,94,7,1.0
32,96,7,1.0
32,118,7,1.0
32,120,7,1.0
32,126,7,1.0
32,128,7,1.0
32,214,7,1.0
32,216,7,1.0
32,258,8,1.0
32,260,8,1.0
32,266,8,1.0
32,268,8,1.0
32,290,8,1.0
32,292,8,1.0
32,298,8,1.0
32,300,8,1.0
32,386,8,1.0
32,388,8,1.0
32,262,9,1.0
32,264,9,1.0
32,270,9,1.0
32,272,9,1.0
32,294,9,1.0
32,296,9,1.0
32,302,9,1.0
32,304,8,1.0
32,390,9,1.0
32,392,9,1.0
32,3,32,1.0
32,9,32,1.0
32,27,33,1.0
32,33,33,1.0
32,99,34,1.0
32,81,34,1.0
32,123,35,1.0
32,129,36,1.0
32,387,37,1.0
32,393,38,1.0
33,36,1,1.0
33,42,1,1.0
33,44,2,1.0
33,130,2,1.0
33,132,3,1.0
33,40,1,1.0
33,46,2,1.0
33,48,2,1.0
33,134,3,1.0
33,136,3,1.0
33,50,1,1.0
33,52,2,1.0
33,58,2,1.0
33,60,3,1.0
33,146,3,1.0
33,148,4,1.0
33,54,1,1.0
33,56,2,1.0
33,62,2,1.0
33,64,3,1.0
33,150,3,1.0
33,152,4,1.0
33,76,1,1.0
33,98,2,1.0
33,100,2,1.0
33,106,3,1.0
33,108,3,1.0
33,194,4,1.0
33,196,4,1.0
33,80,1,1.0
33,102,2,1.0
33,104,2,1.0
33,110,3,1.0
33,112,4,1.0
33,198,4,1.0
33,200,5,1.0
33,90,1,1.0
33,92,2,1.0
33,114,2,1.0
33,116,3,1.0
33,122,3,1.0
33,124,4,1.0
33,210,5,1.0
33,212,5,1.0
33,88,1,1.0
33,94,1,1.0
33,96,2,1.0
33,118,2,1.0
33,120,3,1.0
33,126,3,1.0
33,128,4,1.0
33,214,5,1.0
33,216,6,1.0
33,258,1,1.0
33,260,2,1.0
33,266,2,1.0
33,268,2,1.0
33,290,3,1.0
33,292,3,1.0
33,298,4,1.0
33,300,4,1.0
33,386,5,1.0
33,388,6,1.0
33,262,1,1.0
33,264,2,1.0
33,270,2,1.0
33,272,3,1.0
33,294,3,1.0
33,296,4,1.0
33,302,4,1.0
33,304,5,1.0
33,390,5,1.0
33,392,6,1.0
33,99,31,1.0
33,81,31,1.0
33,123,32,1.0
33,129,33,1.0
33,387,34,1.0
33,393,35,1.0
34,2,7,1.0
34,4,7,1.0
34,10,7,1.0
34,12,7,1.0
34,34,7,1.0
34,36,7,1.0
34,42,7,1.0
34,44,8,1.0
34,130,8,1.0
34,132,8,1.0
34,6,6,1.0
34,8,6,1.0
34,14,6,1.0
34,16,6,1.0
34,38,6,1.0
34,40,6,1.0
34,46,7,1.0
34,48,7,1.0
34,134,7,1.0
34,136,7,1.0
34,18,5,1.0
34,20,5,1.0
34,26,5,1.0
34,28,5,1.0
34,50,5,1.0
34,52,5,1.0
34,58,6,1.0
34,60,6,1.0
34,146,6,1.0
34,148,6,1.0
34,22,4,1.0
34,24,5,1.0
34,30,5,1.0
34,32,5,1.0
34,54,4,1.0
34,56,5,1.0
34,62,5,1.0
34,64,5,1.0
34,150,5,1.0
34,152,5,1.0
34,66,4,1.0
34,68,4,1.0
34,74,4,1.0
34,76,4,1.0
34,98,4,1.0
34,100,4,1.0
34,106,4,1.0
34,108,5,1.0
34,194,5,1.0
34,196,5,1.0
34,70,3,1.0
34,72,3,1.0
34,78,3,1.0
34,80,3,1.0
34,102,3,1.0
34,104,4,1.0
34,110,4,1.0
34,112,4,1.0
34,198,4,1.0
34,200,4,1.0
34,82,3,1.0
34,84,3,1.0
34,90,3,1.0
34,92,3,1.0
34,114,3,1.0
34,116,3,1.0
34,122,3,1.0
34,124,3,1.0
34,210,3,1.0
34,212,3,1.0
34,86,2,1.0
34,88,2,1.0
34,94,2,1.0
34,96,2,1.0
34,118,2,1.0
34,120,2,1.0
34,126,2,1.0
34,128,3,1.0
34,214,3,1.0
34,216,3,1.0
34,258,1,1.0
34,260,2,1.0
34,266,2,1.0
34,268,2,1.0
34,290,2,1.0
34,292,2,1.0
34,298,2,1.0
34,300,2,1.0
34,386,2,1.0
34,388,2,1.0
34,262,1,1.0
34,264,1,1.0
34,270,1,1.0
34,272,1,1.0
34,294,1,1.0
34,296,1,1.0
34,302,1,1.0
34,304,2,1.0
34,390,2,1.0
34,392,2,1.0
34,3,36,1.0
34,9,35,1.0
34,27,34,1.0
34,33,34,1.0
34,99,33,1.0
34,81,33,1.0
34,123,32,1.0
34,129,32,1.0
34,387,31,1.0
34,393,31,1.0
36,10,1,1.0
36,12,2,1.0
36,34,2,1.0
36,36,3,1.0
36,42,3,1.0
36,44,4,1.0
36,130,4,1.0
36,132,5,1.0
36,8,1,1.0
36,14,2,1.0
36,16,2,1.0
36,38,2,1.0
36,40,3,1.0
36,46,4,1.0
36,48,4,1.0
36,134,5,1.0
36,136,6,1.0
36,20,1,1.0
36,26,2,1.0
36,28,2,1.0
36,50,3,1.0
36,52,3,1.0
36,58,4,1.0
36,60,5,1.0
36,146,5,1.0
36,148,6,1.0
36,22,1,1.0
36,24,2,1.0
36,30,2,1.0
36,32,3,1.0
36,54,3,1.0
36,56,4,1.0
36,62,5,1.0
36,64,5,1.0
36,150,5,1.0
36,152,6,1.0
36,66,2,1.0
36,68,2,1.0
36,74,3,1.0
36,76,3,1.0
36,98,4,1.0
36,100,4,1.0
36,106,5,1.0
36,108,6,1.0
36,194,6,1.0
36,196,6,1.0
36,70,2,1.0
36,72,3,1.0
36,78,3,1.0
36,80,3,1.0
36,102,4,1.0
36,104,5,1.0
36,110,5,1.0
36,112,6,1.0
36,198,7,1.0
36,200,7,1.0
36,82,3,1.0
36,84,3,1.0
36,90,3,1.0
36,92,4,1.0
36,114,5,1.0
36,116,5,1.0
36,122,6,1.0
36,124,6,1.0
36,210,7,1.0
36,212,6,1.0
36,86,3,1.0
36,88,3,1.0
36,94,4,1.0
36,96,4,1.0
36,118,5,1.0
36,120,6,1.0
36,126,7,1.0
36,128,7,1.0
36,214,6,1.0
36,216,6,1.0
36,258,3,1.0
36,260,4,1.0
36,266,5,1.0
36,268,5,1.0
36,290,6,1.0
36,292,6,1.0
36,298,7,1.0
36,300,8,1.0
36,386,7,1.0
36,388,6,1.0
36,262,4,1.0
36,264,4,1.0
36,270,5,1.0
36,272,6,1.0
36,294,6,1.0
36,296,7,1.0
36,302,7,1.0
36,304,7,1.0
36,390,6,1.0
36,392,5,1.0
36,9,30,1.0
36,27,31,1.0
36,33,32,1.0
36,99,33,1.0
36,81,34,1.0
36,123,35,1.0
36,129,36,1.0
36,387,36,1.0
36,393,34,1.0
37,2,6,1.0
37,4,5,1.0
37,10,5,1.0
37,12,4,1.0
37,34,4,1.0
37,36,4,1.0
37,42,3,1.0
37,44,3,1.0
37,130,3,1.0
37,132,2,1.0
37,6,5,1.0
37,8,5,1.0
37,14,5,1.0
37,16,4,1.0
37,38,4,1.0
37,40,3,1.0
37,46,3,1.0
37,48,3,1.0
37,134,2,1.0
37,136,2,1.0
37,18,5,1.0
37,20,5,1.0
37,26,4,1.0
37,28,4,1.0
37,50,4,1.0
37,52,3,1.0
37,58,3,1.0
37,60,3,1.0
37,146,2,1.0
37,148,2,1.0
37,22,5,1.0
37,24,5,1.0
37,30,4,1.0
37,32,4,1.0
37,54,4,1.0
37,56,3,1.0
37,62,3,1.0
37,64,3,1.0
37,150,2,1.0
37,152,2,1.0
37,66,5,1.0
37,68,5,1.0
37,74,4,1.0
37,76,4,1.0
37,98,3,1.0
37,100,3,1.0
37,106,3,1.0
37,108,2,1.0
37,194,2,1.0
37,196,2,1.0
37,70,5,1.0
37,72,4,1.0
37,78,4,1.0
37,80,4,1.0
37,102,3,1.0
37,104,3,1.0
37,110,3,1.0
37,112,2,1.0
37,198,2,1.0
37,200,2,1.0
37,82,4,1.0
37,84,4,1.0
37,90,4,1.0
37,92,3,1.0
37,114,3,1.0
37,116,3,1.0
37,122,3,1.0
37,124,2,1.0
37,210,2,1.0
37,212,2,1.0
37,86,4,1.0
37,88,4,1.0
37,94,4,1.0
37,96,3,1.0
37,118,3,1.0
37,120,3,1.0
37,126,2,1.0
37,128,2,1.0
37,214,2,1.0
37,216,2,1.0
37,258,4,1.0
37,260,4,1.0
37,266,3,1.0
37,268,3,1.0
37,290,3,1.0
37,292,2,1.0
37,298,2,1.0
37,300,2,1.0
37,386,2,1.0
37,388,1,1.0
37,262,4,1.0
37,264,3,1.0
37,270,3,1.0
37,272,3,1.0
37,294,3,1.0
37,296,2,1.0
37,302,2,1.0
37,304,2,1.0
37,390,2,1.0
37,392,1,1.0
37,3,35,1.0
37,9,34,1.0
37,27,33,1.0
37,33,33,1.0
37,99,32,1.0
37,81,32,1.0
37,123,32,1.0
